f,omega,E_stor,E_loss,E_comp,tan_del,t,E_relax
Hz,rad/s,MPa,MPa,MPa,-,s,MPa
19582195299.70277,123038561789.41359,6582.533265667219,0.5714523774799237,6582.5332904720935,8.681344315576355e-05,5.106679739912402e-11,6581.273253409588
24777989189.317635,155684697615.77518,6582.53334050997,0.627800635259581,6582.533370447808,9.537371142444425e-05,4.0358400044468626e-11,6581.537397818576
31352396341.142883,196992916035.53998,6582.5334545319365,0.7190788239236874,6582.533493808179,0.00010924043590368944,3.189548859739718e-11,6581.746172191984
39671207732.86494,249261549545.20618,6582.5336334621625,0.8503655024250267,6582.533688389453,0.0001291851359637895,2.5207198296904055e-11,6581.911179991813
50197270596.47035,315398753072.2604,6582.5339176762,1.02896521199216,6582.533998098831,0.00015631749488279287,1.9921401863437482e-11,6582.041594243906
63516240602.06739,399084309718.1933,6582.5343713067805,1.2648148548586895,6582.534492822028,0.00019214709464670753,1.574400484854028e-11,6582.144666157517
80369166934.41539,504974368832.5822,6582.535096715179,1.5710364970499657,6582.53528419277,0.0002386673939397521,1.2442582623956298e-11,6582.22612747628
101693723251.02054,638960507763.1993,6582.536257588537,1.9646673145979345,6582.536550782332,0.00029846661495149527,9.833448594773174e-12,6582.290508699695
128676378555.65219,808497531121.9523,6582.538115874579,2.467607219763634,6582.538578392613,0.0003748716948273651,7.771434129749795e-12,6582.34139072609
162818410702.9557,1023018245867.1426,6582.54109088678,3.107836736651048,6582.54182454332,0.0004721332831410202,6.1418115782028496e-12,6582.381603821665
206019435434.8488,1294458289717.6753,6582.545853913889,3.9209725726556903,6582.547021701011,0.0005956620219097046,4.853910981210499e-12,6582.413384925701
260683098389.46042,1637920213630.7083,6582.553479674187,4.952246798538004,6582.555342533711,0.0007523291400259346,3.8360753197201935e-12,6582.4385020065265
329850810640.721,2072513766979.0542,6582.565688769061,6.259018465483567,6582.56866445553,0.0009508478549879846,3.0316736164981466e-12,6582.45835236373
417370968630.24164,2622419137740.846,6582.585235791466,7.91395478808518,6582.58999309088,0.0012022563331280031,2.395950066392669e-12,6582.474040331307
528113073655.8494,3318232304923.884,6582.616530527248,10.009053595590487,6582.624140046617,0.0015205281287726466,1.8935338848506917e-12,6582.486438695887
668238664230.9033,4198667356784.9243,6582.666632067996,12.660720133733959,6582.678807505021,0.0019233421410186915,1.4964713260806767e-12,6582.49623724151
845544135618.3745,5312710489489.234,6582.746839246044,16.016158977173998,6582.7663232832565,0.002433051029957034,1.1826703750581473e-12,6582.503981118351
1069894520547.509,6722345531736.057,6582.875233939425,20.26139276057181,6582.906415076068,0.003077894087390545,9.346715781741352e-13,6582.510101167939
1353772366075.7654,8506002639792.993,6583.080745166041,25.631265030344334,6583.130642720296,0.0038935060988224066,7.386766232337423e-13,6582.514937890721
1712972245350.4326,10762922043592.264,6583.409635729269,32.42180423773203,6583.489470273574,0.004924773944154023,5.837806203307306e-13,6582.518760388619
2167479545949.499,13618675636722.174,6583.9358359959815,41.00527462649936,6584.063526809207,0.006228079320322888,4.613653687615004e-13,6582.521781335985
2742582429377.5376,17232153623993.84,6584.777356691724,51.8480226824059,6584.981477168794,0.007873921907126562,3.64619852183244e-13,6582.524168811574
3470278829614.1953,21804404954048.28,6586.122229629607,65.53065172927577,6586.448230263207,0.009949808012136014,2.881612830261175e-13,6582.526055649614
4391056774181.1987,27589823406526.7,6588.269183444423,82.76874000737158,6588.789076745882,0.012563047699289532,2.277356115912371e-13,6582.527546830166
5556147082344.396,34910301712315.04,6591.690601140159,104.42952972563866,6592.517766971753,0.015842601852031037,1.799808365724641e-13,6582.5287253198285
7030373777483.413,44173141222664.43,6597.127885848429,131.5344379848137,6598.43903136302,0.0199381367559919,1.4223994792464068e-13,6582.529656687751
8895760806654.312,55893713596554.4,6605.730705170813,165.2267166470372,6607.796759671898,0.02501263282163494,1.1241309447663747e-13,6582.530392753718
11256095740265.826,70724135371444.97,6619.247382986741,206.66528233677334,6622.472835436938,0.031221870158223593,8.884075109833632e-14,6582.530974471271
14242704369844.799,89489550831111.33,6640.253632868789,256.77819949256997,6645.216576798818,0.03866993848270131,7.021138500334518e-14,6582.53143420715
18021757494575.746,113234041899471.92,6672.3507778189,315.7802592014218,6679.819015090288,0.04732668735750222,5.5488483867402144e-14,6582.53179784353
22803516436171.98,143278719423784.0,6720.146280431463,382.36534308046845,6731.015472124981,0.056898366065912316,4.385288570730058e-14,6582.532116101484
28854031689821.684,181295227966381.78,6788.653657105275,452.62145288455156,6803.725792221505,0.06667322796926309,3.4657201834042207e-14,6582.533533722547
36509945608063.77,229398753810512.16,6881.663405927639,519.1221803706882,6901.215767575769,0.07543556691882566,2.7389797035992706e-14,6582.554551386892
46197222718584.445,290265711017912.75,6999.054515559752,571.2705828418684,7022.329683986493,0.0816211077613218,2.164632289892429e-14,6582.749720901281
58454849805065.46,367282653428576.8,7134.299316941959,598.0741158399932,7159.323947954604,0.08383081354881411,1.710722041600976e-14,6583.855342365234
73964824391016.8,464734697861755.06,7274.665742824608,592.9043558364309,7298.78738181869,0.08150262524724854,1.3519940163901103e-14,6588.049201468015
93590100144604.78,588043942126046.9,7405.4139509842835,557.0930316703831,7426.3388309023685,0.07522780432771589,1.0684890799934114e-14,6599.586705630538
118422600434660.66,744071143089058.8,7515.491669448127,499.17022812527557,7532.050580697851,0.06641883859102599,8.44433407415122e-15,6624.143556469663
149843971446114.72,941497439759665.4,7600.548128007166,430.46335826535096,7612.728193555995,0.056635830865821614,6.673608489879149e-15,6666.7412983895665
189602455074719.62,1191307359930656.0,7662.016475502119,360.7396351106406,7670.503865796932,0.04708155304338472,5.274193309395251e-15,6729.529814113846
239910158703237.66,1507399984207305.5,7704.322206804627,296.26842975426047,7710.016579017971,0.0384548337675428,4.1682269954936455e-15,6810.842933739923
